Name of Establishment,Address
"MERCURY DRUG
","MST Building, Rizal St., Barangay IV Poblacion, Hinigaran, Negros Occidental"
"ROSE PHARMACY, INCORPORATED","Iloilo Supermart, Mandurriao, Iloilo City, Iloilo"
GENERIKA DRUGSTORE,"MLT, Bldg. Unit 2, Minglanilla St., Brgy. Suba, Calatrava, Negros Occidental"
GENERIKA DRUGSTORE,"Lot 571-C Purok Masagana, Araneta St., Barangay Sum-ag, Bacolod, Negros Occidental"
AEROSE DRUGSTORE,"POBLACION 2, Hamtic, Antique"
JORIZZ PHARMACY,"Poblacion Norte, Tobias Fornier, Antique"
IE & MF PHARMACY,"UNIT 9 SANTA CLARA ARCADE, BRGY. ZONE 3, Murcia, Negros Occidental"
ROSE PHARMACY,"City Mall Roxas-Arnaldo Blvd., Brgy. Baybay, Roxas, Capiz"
MERCURY DRUG,"Bypass Road, Brgy. San Sebastian, Santa Barbara, Iloilo"
THE GENERICS PHARMACY,"Unit 11 & 12 Phase 2, Q. Chavez Realty Mgmt Corp., San Miguel I, Jordan, Guimaras"
FAMILYHEALTH & BEAUTY CORP.,"Supermarket Area, Savemore Market Calinog, Brgy. Libot, Calinog, Iloilo"
Sunriser Drug,"Reclamation Area, Estancia, Iloilo"
The Generics Pharmacy,"Sitto Agbalagon, Brgy. Jaena Norte, Jamindan, Capiz"
ON-HAND DRUGSTORE,"Purok Mangga, Brgy. Tabugon, Kabankalan, Negros Occidental"
Mercury Drug,"Retail Units No. 45, 46 & 47, The Shop at Atria, Atria Park District Donato Pison Ave., Brgy. San Rafael, Mandurriao, Iloilo City, Iloilo"
Medicruz Pharmacy,"Lopez Jaena Street, Brgy., Poblacion, Iloilo City, Iloilo"
BOTICA CAMACHO,"Public Market, Lambunao, Iloilo"
JDN PHARMACY,"Plaza Burgos, Burgos St., Brgy. 9, Bacolod, Negros Occidental"
"BOTIKANG PINOY, INC.","INFANTE ST.,BRGY. WEST TIMAWA, MOLO, ILOILO CITY, Iloilo City, Iloilo"
MERCURY DRUG,"Villa Luisa 2 Building, Zulueta Avenue, Barangay Bolho, Miagao, Iloilo"
CHRISMAR DRUGSTORE,"Carlos Hilado Highway, Cor. Sawmill, Bata, Bacolod, Negros Occidental"
NEGROS GRACE PHARMACY,"Magallanes Street, Brgy. Sto. Rosario, Binalbagan, Negros Occidental"
A & M MEDCARE PRODUCT DISTRIBUTORS,"23-A Charly Resources, Quezon Street, Sampaguita, Iloilo City, Iloilo"
THE GENERICS PHARMACY,"Golden Heritage Bldg., #1 San Juan-Luzuriaga Sts., Bacolod, Negros Occidental"
PRODRUG PHARMACY,"Melliza St., Brgy. Poblacion Ilaud, Zarraga, Iloilo"
G & G PHARMACY,"Barangay Switch, Tapaz, Capiz"
SOUTH STAR DRUG,"G/F L1 - 184 Robinson's Place, Quezon de Leon St., Brgy. Roxas Village, Iloilo City, Iloilo"
ILOILO GRACE PHARMACY,"Brgy. VIII, Roxas Ave., Roxas, Capiz"
DERM V SKIN CLINIC & LASER CENTER,"G/F Atrio Bldg., B.S. Aquino Drive, cor.  Aguinaldo St., Brgy. 4, Bacolod, Negros Occidental"
UNIGOLD PHARMACY,"Mohon, Binicuil, Kabankalan, Negros Occidental"
 MERCURY DRUG,"Sigma-Mambusao-Jamindan Road, Barangay Poblacion Sur, Sigma, Capiz"
GUIMCARE PHARMACY,"Cabalagnan, Nueva Valencia, Guimaras, Nueva Valencia, Guimaras"
JM'S DRUGSTORE,"Poblacion, Nabas, Aklan"
DR. PEDRO A. HINOLAN JR. PHARMACY,"-, Escalante, Negros Occidental"
VED PHARMACY ,"Tupaz St., Barotac Viejo, Barotac Viejo, Iloilo"
GENERIKA DRUGSTORE,"Gerona St., Guimbal, Iloilo"
RAU PHARMACY,"Barangay 7 (Pob.), Isabela, Negros Occidental"
THE GENERICS PHARMACY,"106 Olivar Bldg., Quintin Salas St., Jaro, Iloilo City, Iloilo"
BOTICA XANDRIA,"Barangay Poblacion, Cauayan, Negros Occidental"
SUPER B DRUGSTORE,"R.Y. Ladrido St., San Jose Ward, Pototan, Iloilo"
CONFLUENCE HEALTH & WELLNESS PRODUCTS,"V. Cudilla Street, Poblacion Zone II, Estancia, Iloilo"
GENERAL NUTRITION CENTER (GNC) NATURAL HEALTH PHARMACY,"LGF 0061 Benigno Aquino Avenue, SM City Mandurriao, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Merci Bldg., Guanzon St., Kabankalan, Negros Occidental"
SEBASTE COMMUNITY HOSPITAL PHARMACY,"Poblacion, Sebaste, Antique"
GENERIKA DRUGSTORE,"Don Pedro R. Yulo St., Barangay Sto. Rosario, Binalbagan, Negros Occidental"
MERCURY DRUG,"Unit No. 01, Ground Floor, City Mall Goldenfields, Goldenfields Commercial Complex, Araneta Street, Barangay Singcang-Airport, Bacolod, Negros Occidental"
FOURMULA 1 + BOTIKA NG BAYAN ( F1 + BNB ) ,"AZUCENA EXTENSION STREET, POBLACION, Sebaste, Antique"
JDN PHARMACY,"Plaza Burgos, Burgos St., Brgy. 9, Bacolod, Negros Occidental"
MERCURY DRUG,"E. Reyes Avenue, Brgy. Poblacion Zone II, Estancia, Iloilo"
FAMILYHEALTH & BEAUTY CORP.,"GF. G-33 & 34 Gaisano City Mall, Luna St., Barangay Luna, District of La Paz, Iloilo City, Iloilo"
FARMACIA TERESITA,"Arnaldo Blvd., Roxas, Capiz"
MERCURY DRUG ,"GM Alvarez Bldg., Brgy. 1, Kabankalan, Negros Occidental"
JMZ PHARMACY & GIFT CENTER,"Balete Public Market, Pob., Balete, Aklan"
MERCURY DRUG,"J. C. Zulueta St., Poblacion South, Oton, Iloilo"
DM PHARMACY,"Poblacion 2, Hamtic, Antique"
I.S. MEDICINE CORNER,"QHP Commercial Complex, Gen. Luna St., Iloilo City, Iloilo"
GURLEEN PHARMACY,"5th Street, Lawaan Village Balantang Jaro, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Triangle Island Plaza, corner Lopez Jaena, Narra Sts., Brgy. Villamonte, Bacolod, Negros Occidental"
MERCURY DRUG,"Cor. Tobias Fornier & Bantayan Sts., San Jose, Antique"
GENERIKA DRUGSTORE,"Unit 1, Dumalag Road, Poblacion Tabuc, Mambusao, Capiz"
FARMACIA GERALDOY,"Igang, Nueva Valencia, Guimaras"
THE GENERICS PHARMACY,"G/F Yulo Bldg. 16-08 Gatuslao St., Brgy. 12, Bacolod, Negros Occidental"
CAMINA PHARMACY,"Cabaluna St., Leon, Iloilo"
BABE DELA CRUZ PHARMACY,"G/F Solanoy Carillo Fuerte Bldg., Roxas Ave. Ext., Andagao, Kalibo, Aklan"
NOEKUR PHARMACY,"182 Osmeña St., Barangay Mohon, Arevalo, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Lopue's San Sebastian St., Bacolod, Negros Occidental"
ROSE PHARMACY,"Iloilo Supermart Villa corner Quezon & Rizal Sts., Arevalo, Iloilo City, Iloilo"
MERCURY DRUG,"Door 1-4, St. Joseph Bldg., Quezon St., Brgy. Quezon, Arevalo, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Gaisano Grand Kabankalan, Tan Lorenzo Street, Barangay 1, Kabankalan, Negros Occidental"
ELJO PHARMACY,"Rizal Ilawod St., Zone 1, Cabatuan, Iloilo"
MERCURY DRUG,"N & E Tan Bldg., Roxas Avenue, Barangay IX, Roxas, Capiz"
The Generics Pharmacy,"Door #3 Villanueva Bldg., Rizal St., Purok Acacia Zone 2, Murcia, Negros Occidental"
SAN JOAQUIN MOTHER AND CHILD HOSPITAL PHARMACY,"Inawangan, Purok V, San Joaquin, Iloilo"
ROXAS CITY HEALTH OFFICE PHARMACY,"Brgy. Inzo Arnaldo Village, Cadimahan, Roxas, Capiz"
DOC'S BCM PHARMACY,"Araneta St., Barotac Nuevo, Iloilo"
ROSE PHARMACY  INCORPORATED,"Gaisano City, Lapaz, Iloilo City, Iloilo"
FARMACIA FRANCO,"National Road, Poblacion (Centro), Laua-an, Antique"
ILOILO GRACE PHARMACY,"Hennan Reality Co. Inc. Bldg., Ledesma St., Iloilo City, Iloilo"
BOTIKA VILLARUEL,"Real Street, Bularan, Banate, Iloilo"
MIA'S DRUGSTORE,"022 Mabini St., Poblacion, Kalibo, Aklan"
MERCURY DRUG,"Cor. McKinley, Dewey and Taft Sts., Brgy. III, Roxas, Capiz"
THE GENERICS PHARMACY,"Barangay Gerona-Gemino, Guimbal, Iloilo"
NICUJJBO PHARMACY,"Barangay Rizal Pala-Pala II, Iloilo City, Iloilo"
SERJOHN PHARMACY,"Blk.114, Brgy. Poblacion, Public Market, Bago, Negros Occidental"
ERIN'S FAMILY PHARMACY,"Quezon Street, Iloilo City, Iloilo"
BOTIKA ATINA,"Libertad St., Igbaras, Iloilo"
GENERIKA DRUGSTORE,"Rizal St., Brgy. Laguda, District of Lapaz, Iloilo City, Iloilo"
MEDI PLUS PHARMACY,"St. Elizabeth Center, Valeria St., Danao, Iloilo City, Iloilo"
REBS DRUGSTORE,"Block 5 New Public Market, Rizal Street, Murcia, Negros Occidental"
AVE & AYSSE PHARMACY,"Cartagena St., Barotac Nuevo, Iloilo"
BARTELL DRUGSTORE,"Q. Abeto St., Mandurriao, Brgy. Abeto Mirasol, Taft South (Quirino Abeto), Iloilo City, Iloilo"
Mercury Drug,"M.H. Del Pilar St., Molo, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Lot 2 Blk. 2, Bacolod Murcia Road, Brgy. Mansilingan, Bacolod, Negros Occidental"
BABE DELA CRUZ PHARMACY,"2014 Mabini St., Poblacion, Kalibo, Aklan"
THE GENERICS PHARMACY,"Mahogany Bldg., Blk 11 & 12, Magsaysay Ave., Brgy. Singcang-Airport, Bacolod, Negros Occidental"
MERCURY DRUG,"Benedicto St., Brgy. Pali, Mandurriao, Iloilo City, Iloilo"
ILOILO GRACE PHARMACY,"GT Plaza Mall, M. H. Del Pilar St., Brgy. Poblacion, Molo, Iloilo City, Iloilo"
Mercury Drug,"Iznart St., Ed Ganzon, Iloilo City, Iloilo"
SUPER K DRUG - XVII,"Public Market, Pob. Tabuc, Mambusao, Capiz"
MERCURY DRUG ,"Corner E. Lopez-Javellana Sts., Brgy. San Jose, Jaro, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Prince Hypermart, Brgy. II-Poblacion, Himamaylan, Negros Occidental"
SUMAGAYSAY MEDICAL CLINIC AND PHARMACY,"026 Arroyo St., Sta. Barbara, Santa Barbara, Iloilo"
NEGROS GRACE PHARMACY,"National Highway, Brgy. Sum-ag, Bacolod, Negros Occidental"
RJB DRUGSTORE,"Luna St., Brgy. Bantud, Lapaz, Iloilo City, Iloilo"
RM DRUGSTORE,"General Luna St., Poblacion, Nabas, Aklan"
ADAH'S PHARMACY,"Rizal St., La Castellana, Negros Occidental"
P.O.Y.D.L.C. PHARMACY,"No. 40 Lizares Yulo Street, Barangay 34, Bacolod, Negros Occidental"
MERCURY DRUG,"Northpoint, Atrium Bldg., B.S. Aquino Drive, Villamonte, Bacolod, Negros Occidental"
FARMACIA HINOLAN,"G/F, Villanueva Clinical Laboratory, #8, 16th Lacson St., Barangay 4, Altavas, Negros Occidental"
ALONSAGAY PHARMACY,"National Road, Poblacion, Sebaste, Antique"
NEGROS WELLNESS PHARMACY +,"Gomez St., Brgy. 2, Silay, Negros Occidental"
MERCURY DRUG,"Gurrea St., La Carlota, Negros Occidental"
SPRINGFIELDS PHARMACY,"Poblacion Public Market, Bago, Negros Occidental"
NEGROS GRACE PHARMACY,"Socorro Real Estate Bldg., Brgy. 12, Bacolod, Negros Occidental"
"BOTIKANG PINOY, INC.","Corner E. Lopez &  Del Carmen Sts., Jaro, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"National Highway, Brgy. Sum-ag, Bacolod, Negros Occidental"
BNG PHARMACY,"J.Y. Perez Highway, Brgy. 1-Poblacion, Kabankalan, Negros Occidental"
PANES PHARMACY,"Public Market, Poblacion, Ilaya, San Enrique, Iloilo"
THE GENERICS PHARMACY,"Bonifacio St., Brgy. Sta. Filomena, Arevalo, Iloilo City, Iloilo"
BOTICA NELIA ,"Rafael Salas Drive, Bago, Negros Occidental"
FARMACIA FADERUGAO,"St. Martin Street, Dumalag, Capiz"
THE GENERICS PHARMACY,"Station 2, Main Road, Boracay Island, Malay, Aklan"
CB PHARMACY,"Malanga St. Poblacion, Libacao, Aklan"
AVISHA PHARMACY,"Amar Bldg., Presbitero St., Valladolid Public Market, Brgy. Poblacion, Valladolid, Negros Occidental"
BOTICA JESUS NAZARENO,"Arnaldo Blvd., Roxas, Capiz"
MERCURY DRUG,"Unit A24 G/F, Festive Walk Mall, Brgy. Q. Abeto-Mirasol, Mandurriao District, Iloilo City, Iloilo"
BOTIKA NUJI'S,"Door # 3, CJS Building, Montelibano St., Brgy. Granada, Bacolod, Negros Occidental"
THE GENERICS PHARMACY,"Sta. Ana Arcade, Guanzon St., Brgy. I, Kabankalan, Negros Occidental"
CJS PHARMACY,"Poblacion, Brgy. Igmaya-an, Salvador Benedicto, Negros Occidental"
FARMACIA ANFAL,"N3 PRINCE HYPERMART BUILDING, BURGOS STREET, BARANGAY 4-POBLACION, Hinigaran, Negros Occidental"
GEBIX PHARMA PRODUCTS MARKETING ,"Brgy. Tabucan ,  , Barotac Nuevo, Iloilo"
THE GENERICS PHARMACY,"Lot 9 Block 136 Highway to Mabinay, Kabankalan, Negros Occidental"
Mercury Drug ,"Unit No. 01, Ground Floor, City Mall Goldenfields, Goldenfields, Commercial Complex, Araneta Street, Bacolod, Negros Occidental"
CABATBAT PHARMACY,"Amantillo St., Alimodian, Iloilo"
PYL PHARMACY,"RN Building, Rosario Street, Barangay 33, Bacolod, Negros Occidental"
GENERIKA DRUGSTORE,"Lot 2 D-2 Blk. 4, Mabini & Margarita St., Libertad Barangay 40, Bacolod, Negros Occidental"
FAMILYHEALTH & BEAUTY CORP.,"G/F Gaisano Grand Mall, Arnaldo Blvd., Brgy. Tanque, Roxas, Capiz"
SIAN'S PHARMACY,"Del Rosario St., Poblacion Norte, Balasan, Iloilo"
GRABMED PHARMACY,"Zone 3, Brgy. Jibao-an, Pavia, Iloilo"
JDN-MK PHARMACY AND MEDICAL SUPPLIES,"Bangga Laurel, J.J. Gonzaga St., Brgy. Mansilingan, Bacolod, Negros Occidental"
AMW PHARMACY,"Brgy. Atabay, San Jose, Antique"
FLEJOLES PHARMACY,"Hijosa St., Cuartero, Capiz"
FAMILYHEALTH & BEAUTY CORP.,"Savemore Market Barotac Viejo, Rizal Street, Poblacion, Barotac Viejo, Iloilo"
BABE DELA CRUZ PHARMACY,"No. 343 National Highway cor. Burgos St., Public Market, Poblacion Makato, Kalibo, Aklan"
MEDIGREEN DRUGSTORE,"Nueva St., Poblacion, Tibiao, Antique"
MEDIGREEN DRUGSTORE,"Nueva St., Poblacion, Tibiao, Antique"
MEDI SHOPPE PHARMACY CO.,"4th St., Lawaan Subd., Brgy. Balantang, Jaro, Iloilo"
MERCURY DRUG,"Guanzon St., Brgy. V, Kabankalan, Negros Occidental"
NEGROS GRACE PHARMACY,"Atrium Bldg., Gonzaga St., Brgy. 21, Bacolod, Negros Occidental"
R'MEDZ PHARMACY,"Jusing Bldg., Atabay, San Jose, Antique"
THE GENERICS PHARMACY,"Corner North Drive San Juan St., Brgy. 2, Bacolod, Negros Occidental"
THE GENERICS PHARMACY,"Sitio Agbalagon, Brgy. Jaena Norte, Jamindan, Capiz"
GENERIKA DRUGSTORE,"LOT 12 -12 - C173, West Timawa, Molo, Iloilo City, Iloilo"
"NEGROS GRACE PHARMACY
","Gaisano City Mall Araneta St., Singcang-Airport, Bacolod, Negros Occidental"
MERCURY DRUG,"Corner E. Lopez-Javellana Sts., Brgy. San Jose, Jaro, Iloilo City, Iloilo"
THE GENERICS PHARMACY,"THE GENERICS PHARMACY MEDINA ST,CORNER V.F GUSTILLO ST., BRGY.IV SAN CARLOS NEGROS OCCIDENTAL, Bacolod, Negros Occidental"
ILOILO GRACE PHARMACY,"GT Town Center, Barangay Ungka II, Pavia, Iloilo"
THE GENERICS PHARMACY,"E. Reyes Avenue, Poblacion, Zone 2, Estancia, Iloilo"
EM-AR PHARMACY,"Azucena St., Poblacion, Banga, Aklan"
GENERIKA DRUGSTORE,"Blue Bird Burgos Street, Barangay Inzo Arnaldo Village, Roxas, Capiz"
"WATSONS PERSONAL CARE STORES (PHILS) INC.,","SM Jaro EL 98 Cor. Libertad Sts., Jaro, Iloilo City, Iloilo"
MERCURY DRUG,"Unit No. 01, Ground Floor, City Mall Goldenfields, Goldenfields Commercial Complex, Araneta Street, Barangay Singcang-Airport, Bacolod, Negros Occidental"
LAINE'S PHARMACY,"Public Market, Isabela, Negros Occidental"
CJS PHARMACY,"Purok Caimito, Eco-Tourism Highway, Brgy. Bunga, Salvador Benedicto, Salvador Benedicto, Negros Occidental"
MERCURY DRUG,"Burgos Extension, Brgy. Villamonte, Bacolod, Negros Occidental"
GENERIKA DRUGSTORE,"Transcom, Lopues South Sq., Araneta St., Barangay Tangub, Bacolod, Negros Occidental"
DAILY DOSE PHARMACY,"Jovcan Realty No. 129, Malaspina Northdrive, Villamonte, Bacolod, Negros Occidental"
"FAMILYHEALTH & BEAUTY CORP., ","GF City Mall Mandalagan, Lacson St., Cor. GM Cordova Ave., Brgy. Mandalagan, Bacolod, Negros Occidental"
GBX PHARMACY,"J.Y. Perez Avenue, Brgy. 1, Kabankalan, Negros Occidental"
BEAZ PHARMACY AND MEDICAL CLINIC,"J.T BRETAÑA STREET, ILAYA POBLACION, Barotac Nuevo, Iloilo"
MERCURY DRUG,"F. Palmares St., Passi, Iloilo"
MERCURY DRUG,"E. Lizares Bldg., Mabini St.,  Brgy. Zone 4-A, Talisay, Negros Occidental"
SINCERE DRUGSTORE,"G/F Guanzon Bldg. Gatuslao St., Brgy. 13, Bacolod, Negros Occidental"
CABANAS DRUGSTORE,"Barangay 1, Ilog, Negros Occidental"
AVE AND AYSSE PHARMACY,"Cartagena St., Barotac Nuevo, Iloilo"
TANHAGA DRUGSTORE,"Tordesillas St., District III, Sibalom, Antique"
MAICA MAY PHARMACY,"Rivson Bldg., Brgy. 1, Kabankalan, Negros Occidental"
HEALTHVINE FOOD AND NUTRACEUTICAL SHOP,"Door #3, NOLKFI Bldg., 6th Street, Brgy. 7, Bacolod, Negros Occidental"
GENERIKA DRUGSTORE,"D. B. Oñate St., Poblacion, Concepcion, Iloilo"
MERCURY DRUG,"RBV Bldg., Arnaldo Blvd., Brgy. Tanque, Roxas, Capiz"
ILOILO GRACE PHARMACY,"Maryville Bldg., Delgado St., Brgy. Edganzon, District of City Proper, Iloilo City, Iloilo"
SOUTH STAR DRUG,"2nd Floor, Tower A One Global Center Cyber Road corner Megaworld Boulevard, Iloilo Business Park, Brgy. Taft North, Mandurriao, Iloilo City, Iloilo"
THE GENERICS PHARMACY,"#13 Peripheral, Iloilo Central Market, Aldeguer St., Brgy. Nonoy, Iloilo City, Iloilo"
THE GENERICS PHARMACY,"Ladrido St., Brgy. Poblacion Ilaya, Lambunao, Iloilo"
NEGROS GRACE PHARMACY,"Daalco Bldg., Mercedes Avenue, , Bacolod, Negros Occidental"
ST. ANTHONY DE PADUA DRUGSTORE,"Paz Avenue, Canetown Subd., Brgy. XIX-A, Victorias, Negros Occidental"
L AND C PHARMACY,"Lariosa St., Poblacion Tabuc, Mambusao, Capiz"
"FAMILYHEALTH & BEAUTY CORP.,","Zone I – GF City Mall, Din-Iwid, Brgy. Balabag, Boracay Island, Malay, Aklan"
F8 PHARMA PRODUCTS,"Editha S. Villavert Leasing Property, T.A. Fornier St., Barangay 6, San Jose, Antique"
LEANNE'S PHARMACY,"Corner Rizal-Arimas St., Brgy. Zone III, Murcia, Negros Occidental"
THE GENERICS PHARMACY,"Barangay Dancalan, Ilog, Negros Occidental"
K AND J PHARMACY,"Abrico St., Takas, Valderrama, Antique"
MEDICAL MISSION GROUP HOSPITALS AND HEALTH SERVICES COOPERATIVE OF AKLAN PHARMACY,"San Lorenzo Drive, Toting Reyes, Kalibo, Aklan"
Lilian Drugstore,"Lopez Jaena Street, Barangay I (Poblacion), Hinigaran, Negros Occidental"
Mercury Drug,"G/F West Arcade, Robinson's Place Bacolod, Lacson St., Barangay Mandalagan, Bacolod, Negros Occidental"
ETHYL PHARMACY," St. Martin Street, Poblacion, Dumalag, Capiz"
EBOY PHARMACY,"Ground Floor Luz Building, Felix H. Gorriceta Avenue, Pavia, Iloilo"
SOUTH STAR DRUG,"Level 1 Unit G-30 Robinson's Place Pavia, Barangay Ungka II, Pavia, Iloilo"
St. Joseph Pharmacy,"Kiosk No. 20, RCITT, Pueblo de Panay, Brgy. Lawa-an, Roxas, Capiz"
FAMILYHEALTH & BEAUTY CORP.,"CityMall Cadiz, Villena St., Brgy, Zone II, Cadiz, Negros Occidental"
DISTRIPHIL PHARMACY,"Fast Logistics Warehouse Compound, Brgy. Lapuz Norte, Iloilo City, Iloilo"
Farmacia Delfin,"Poblacion Tabuc, Maayon, Capiz"
THE GENERICS PHARMACY,"Kiosk D-20 Triangle,  Island Plaza Mall Shopping Center,  B. S. Aquino Drive, Brgy. Villamonte, , B. S. Aquino Drive, Brgy. Villamonte, , Bacolod, Negros Occidental"
MERCURY DRUG,"Isagani St., Barangay Poblacion Ilawod, Pontevedra, Capiz"
BOTIKA MIZH,"Magsaysay Street, Poblacion, Cauayan, Negros Occidental"
FARMACIA ROSA FLOR,"Victorino Salcedo St., Sara, Iloilo"
GENERIKA DRUGSTORE,"Rizal St., Brgy. Laguda, District of Lapaz, Iloilo City, Iloilo"
DR. GUMERSINDO GARCIA SR. MEMORIAL HOSPITAL PHARMACY,"Guanzon St., Brgy. 5, Kabankalan, Negros Occidental"
"THE GENERICS PHARMACY
","G/F Main Entrance, New City Mall Dela Rama Centre, Luzuriaga St., Brgy. 12, Bacolod, Negros Occidental"
MERCURY DRUG,"GR-06 Ground Floor, 888 China Town Square Premiere Mall, Gatuslao St., Barangay 8, Bacolod, Negros Occidental"
MERCURY DRUG,"Corner Lacson-Burgos Sts., Brgy. 18, Bacolod, Negros Occidental"
THE GENERICS PHARMACY,"Ascalos corner De Leon St., Brgy. II, Victorias, Negros Occidental"
MERCURY DRUG,"Aguillon Business Center, Barangay San Angel, San Jose, Antique"
"WATSONS PERSONAL CARE STORES (PHILS), INC.","G/F SM City Ioilo B. Aquino Ave., Mandurriao, Iloilo City, Iloilo"
MERCURY DRUG,"Gustilo St., San Carlos, Negros Occidental"
NEGROS GRACE PHARMACY,"Purok Jasmin, National Highway, Balintawak, Escalante, Negros Occidental"
SUPER K DRUG III,"Burgos St., Roxas, Capiz"
JAKS DRUGMART,"Barangay 21 (Pob.), Bacolod, Negros Occidental"
RX TRADE  DRUGSTORE,"Farmacia Cecilia Caro Bldg., Burgos St., Brgy. 9, Bacolod, Negros Occidental"
Adeline Pharmacy,"Penaranda St, Baybay Sur, Miagao, Iloilo"
Mercury Drug,"HPL Building, Veñegas St., District III, Poblacion, Sibalom, Antique"
THE GENERICS PHARMACY,"SPS Joseph & Anabel Solis Bldg., San Sebastian St., Brgy. Poblacion, Jamindan, Capiz"
NEGROS GRACE PHARMACY,"Lot 2-B, Blk. 31, Brgy. Bata, Bacolod, Negros Occidental"
AGUIRRE EYE & E.N.T. SPECIALIST,"Adame Bldg., Arnaldo Blvd., Brgy. Inzo Arnaldo Village, Roxas, Capiz"
GENERIKA DRUGSTORE,"Rizal Street, Barangay II-Poblacion, Himamaylan, Negros Occidental"
SINCERE DRUGSTORE,"MIRAGON BLDG., ARANETA ST., BRGY. 12, Bacolod, Negros Occidental"
MEDS4LESS PHARMA INC,"Room 106 VLI Medical Plaza, Bacolod, Negros Occidental"
Deatras Drugstore,"Poblacion, San Rafael, Iloilo"
SAVEMED PHARMACY,"Barangay Pojo, Bugasong, Antique"
THE GENERICS PHARMACY,"Salvacion Street, Poblacion Ilawod, Passi, Iloilo"
NEGROS GRACE PHARMACY,"Corner Doña Carmen Avenue, Brgy. Alijis, Bacolod, Negros Occidental"
MERCURY DRUG,"Roxas Avenue corner L. Barrios Street, Poblacion, Kalibo, Aklan"
CAITHLEEN ROSE PHARMACY,"Lot No. 29-A-295 Villena St., Brgy. Pob. 3 (Zone 3)., Cadiz, Negros Occidental"
JMB Polyclinic and Pharmacy ,"Purok Poblacion, Cabano, San Lorenzo, Guimaras"
IMMACULATE CONCEPTION HEALTH CENTER HOSPITAL PHARMACY,"Bandung Village, Brgy. VII, Victorias, Negros Occidental"
MERCURY DRUG,"Cor. Valeria-Delgado Sts., Ed Ganzon, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Cor. Verbena-Libertad St., Bacolod, Negros Occidental"
The Generics Pharmacy,"G/F Main Entrance, New City Mall Dela Rama Centre, Luzuriaga St., Brgy. 12, Bacolod, Negros Occidental"
SUPER K DRUG-VI,"Bantud, Barangay Manocmanoc, Boracay Island, Malay, Aklan"
"MERCURY DRUG
","Roxas Avenue, Brgy. IX, Roxas, Capiz"
ILOILO GRACE PHARMACY,"Brgy. Mamhut Sur, Balasan, Iloilo"
SOUTH STAR DRUG,"G/F L1 - 184 Robinson's Place, Quezon de Leon St., Brgy. Roxas Village, Iloilo City, Iloilo"
SOUTH STAR DRUG,"GF 03-04 Gaisano Capital Iloillo City Center Mall, Diversion Road, Barangay San Rafael, Mandurriao, Iloilo City, Iloilo"
A & M PHARMACY,"Villareal H-way, pob. Tabuc, Mambusao, Capiz"
HEALTH VINE FOOD AND NUTRACEUTICAL SHOP,"Door 3, Nolkfi Bldg., 6th St., Brgy. 7, Bacolod, Negros Occidental"
FAMILYHEALTH & BEAUTY CORP.,"G/F City Mall San Carlos, Brgy. II, San Carlos, Negros Occidental"
MERCURY DRUG ,"Mabini-Libertad St., Brgy. 40, Bacolod, Negros Occidental"
SANTEVITA PHARMACY,"R. Minguez Arcade, National Road, Poblacion, Belison, Antique"
GBX PHARMACY,"J.Y. Perez Avenue, Brgy. 1, Kabankalan, Negros Occidental"
MERCURY DRUG ,"Door 2 Sia-Chan Lek Bldg., National Road, cor. Dalisay St., Barangay Poblacion, Ibajay, Aklan"
NEGROS GRACE PHARMACY,"Burgos St., Silay, Negros Occidental"
CONSUELO DRUSTORE,"Luzuriaga Street, Barangay 37, Bacolod, Negros Occidental"
MERCURY DRUG,"Dr. Montano F. Doyo Building #269 Arroyo St., Barangay Railway, District of La Paz, Iloilo City, Iloilo"
RN PHARMACY,"Pototan New Market, Brgy. Malusgod, Pototan, Iloilo"
THE GENERICS PHARMACY,"Bermejo St., Cabatuan, Iloilo"
MERCURY DRUG,"Villena St., Brgy. Zone-2, Cadiz, Negros Occidental"
AMBEX PHARMA,"Arnaldo Blvd., Brgy. Tanque, Roxas, Capiz"
SINCERE DRUGSTORE,"COR. LIBERTAD-VERBENA ST., Bacolod, Negros Occidental"
MEDEXPRESS DRUGSTORE,"B.S. Aquino Drive, Barangay Villamonte, Bacolod, Negros Occidental"
PIROTE PHARMACY,"Door#3 1st Floor Lorelli's Dormitory, corner E.Lopez St./San Vicente St., Jaro, Iloilo City, Iloilo"
FARMACIA NIKAP DRUG DISTRIBUTION SERVICES,"Barangay 2-Poblacion, Sipalay, Negros Occidental"
NEGROS GRACE PHARMACY,"Araneta St., Barangay 12, Bacolod, Negros Occidental"
ST. DIDACUS DRUGSTORE,"Corner Burgos-Bonifacio St., Brgy. II, Silay, Negros Occidental"
HAPPY PILLS PHARMACY,"ANG Bldg., Roxas Ave., Poblacion, Kalibo, Aklan"
SAFEMED PHARMACY,"NZ Bldg., J.Y. Perez Ave., Brgy. 2, Kabankalan, Negros Occidental"
